LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3
ID620419,620419,2,4.654452801,14.29806129,23.16193905,0,105,35,0.25,1,,18,18,13,26,1098,2.869378562,22.14754098,22,16,28,1351,2.593813573,25.39344262,23,11,43,1549,9.381326645,,,-0.069603524,-0.93859411,0.041267339,0.676800965,0.432394163,1.634197721
ID620648,620648,2,6.581625462,14.30581153,23.14958488,0,108,36,0.25,1,,18.37704918,18,14,24,1121,2.75780066,22.93442623,24,12,31,1399,4.760493155,32.47540984,30,11,64,1981,14.23095986,,,-0.047226736,-0.660604112,0.041067857,0.380092182,0.515355395,1.552182454
ID620483,620483,2,3.916119576,14.24655503,23.09322676,0,111,37,0.25,1,,18.81967213,19,12,30,1148,3.283840215,22.39344262,22,18,27,1366,2.289677477,23.04918033,21,12,38,1406,7.27421526,,,-0.024408145,-0.286765325,0.013793249,0.266129933,0.425474739,1.891531541
ID620590,620590,2,3.406215668,14.03964936,23.00552363,0,114,38,0.25,1,,19.04918033,18,11,28,1162,4.208824973,22.50819672,23,16,29,1373,3.56661815,22.24590164,23,12,37,1357,6.241409397,,,-0.038617571,-0.363608641,0.043522571,0.526413208,0.383911576,1.977516898
ID620760,620760,2,2.600005627,14.05492649,23.18201634,0,117,39,0.25,1,,23.26229508,23,16,31,1419,3.953486391,18.21311475,18,12,28,1111,3.817131358,17.59016393,16,8,33,1073,6.017687954,,,0.00665882,0.077842592,-0.030617911,-0.301410012,0.336191831,1.470918339
ID620900,620900,2,4.685145855,13.93407319,23.30392665,0,120,40,0.25,1,,27.52459016,27,20,37,1679,4.248947153,15.85245902,16,11,24,967,2.976777147,26.6557377,27,11,48,1626,9.303915387,,,0.028920814,0.364164905,-0.043859797,-0.488568372,0.467347247,1.824995245
ID620829,620829,2,4.694899559,14.03172941,23.34676199,0,123,41,0.25,1,,26.8852459,26,13,38,1640,5.269719666,17.50819672,17,11,24,1068,2.514113169,27.40983607,26,15,49,1672,8.92632259,,,0.038495649,0.378236524,-0.014481204,-0.204656878,0.441732399,1.881648297
ID620956,620956,2,3.209547281,14.0828776,23.49000934,0,126,42,0.25,1,,28.8852459,29,22,34,1762,3.178565508,16.62295082,16,11,22,1014,2.423248057,20.31147541,19,9,35,1239,6.581643624,,,0.049851635,0.863030962,-0.046967035,-0.676122616,0.373657455,1.678928913
ID621019,621019,2,4.861257553,14.17617035,23.39706018,0,129,43,0.25,1,,27.54098361,27,15,39,1680,5.566488332,16.04918033,15,12,23,979,2.526039255,27.3442623,26,14,43,1668,8.416026865,,,0.04711634,0.44525084,-0.043730419,-0.581093553,0.459557014,2.046008475
ID621137,621137,2,4.987537384,13.99974947,23.36180841,0,132,44,0.25,1,,27.85245902,28,19,34,1699,3.714099557,15.36065574,15,11,22,937,2.470039048,28.49180328,26,14,54,1738,10.50336922,,,0.053970223,0.768008227,-0.067682775,-0.902922306,0.450854468,1.685907826
ID621084,621084,2,5.106613636,14.09019619,23.17375339,0,135,45,0.25,1,,22.75409836,22,18,31,1388,3.314894356,18.24590164,18,10,25,1113,3.927067344,29.2295082,28,11,54,1783,9.752595283,,,-0.002401215,-0.033044191,-0.044728372,-0.435094096,0.472057192,1.922211792
ID621249,621249,2,5.102574825,14.1040765,23.17962348,0,138,46,0.25,1,,20.8852459,20,12,33,1274,5.043472219,19.70491803,19,15,27,1202,2.672977505,27.98360656,27,12,55,1707,11.00074513,,,-0.021976991,-0.186105463,-0.011956359,-0.178415325,0.47191581,1.631147128
ID621302,621302,2,4.464397907,14.25852084,23.19010295,0,141,47,0.25,1,,20.04918033,19,13,30,1223,4.149000801,18.67213115,19,12,29,1139,3.832846251,25.75409836,23,14,47,1571,9.211687753,,,-0.034389944,-0.344201524,0.01236775,0.119029574,0.439022804,1.705911669
ID621197,621197,2,5.834593773,14.38647908,23.08243567,0,144,48,0.25,1,,19.3442623,19,15,27,1180,2.594129564,22.67213115,23,12,34,1383,4.174211748,30.95081967,27,13,59,1888,12.01863307,,,0.010175691,0.150230291,0.02101956,0.223633788,0.49071912,1.695447054
ID621546,621546,2,6.145343304,14.36000783,23.14088784,0,147,49,0.25,1,,18.08196721,17,11,26,1103,3.93825292,20.27868852,20,14,25,1237,2.436740634,30.86885246,29,11,58,1883,12.06023135,,,-0.026993161,-0.254747493,0.008768902,0.144681857,0.526976002,1.766662001
ID621359,621359,2,5.082785606,14.3072742,23.06520564,0,150,50,0.25,1,,17.83606557,17,14,25,1088,2.671955139,20.16393443,20,14,26,1230,3.236151664,26.68852459,25,14,46,1628,9.699726772,,,-0.037535938,-0.520670102,0.007216337,0.089283339,0.481718211,1.789050117
ID621487,621487,2,4.142799854,14.38555543,23.09335429,0,153,51,0.25,1,,16.7704918,17,10,24,1023,3.007731386,21.3442623,22,14,26,1302,3.054424364,23.54098361,21,12,41,1436,8.287689204,,,-0.058439623,-0.692143233,-0.00151634,-0.021224495,0.424711589,1.693512081
ID621440,621440,2,4.126721382,14.07384584,23.10098617,0,156,52,0.25,1,,18.24590164,18,13,25,1113,2.93630004,19.54098361,19,14,28,1192,2.958455512,25.03278689,23,14,42,1527,7.595979667,,,-0.059417802,-0.785081461,-0.035312673,-0.483565596,0.446466343,2.034397419
ID621839,621839,2,5.035860062,14.26055625,23.06753016,0,159,53,0.25,1,,19.18032787,18,15,26,1170,3.068703291,20.86885246,21,16,25,1273,2.617093871,27.42622951,24,13,57,1673,10.66061133,,,-0.020636453,-0.263403926,0.022823713,0.355872775,0.474344627,1.655422928
ID621595,621595,2,5.846777439,14.33954912,23.07837357,0,162,54,0.25,1,,16.93442623,17,11,26,1033,2.931830216,22.29508197,22,18,26,1360,2.084420481,29.55737705,27,13,56,1803,11.82726312,,,-0.055241025,-0.67546425,0.028967658,0.602234171,0.499574693,1.665113939
ID621654,621654,2,6.32544899,14.09348154,23.23338388,0,165,55,0.25,1,,19.54098361,21,11,26,1192,4.515062829,19.03278689,18,10,32,1161,4.277722186,33.39344262,31,15,73,2037,13.6543994,,,-0.02339655,-0.20737012,-0.02392701,-0.218135298,0.519798045,1.672889857
ID621716,621716,2,5.44192934,14.2115087,23.11600304,0,168,56,0.25,1,,18.03278689,18,12,28,1100,3.732591652,21.09836066,21,16,26,1287,2.126851492,28.2295082,26,11,52,1722,11.57064309,,,-0.0158501,-0.155615597,0.006547768,0.129062617,0.473121912,1.567148615
ID621780,621780,2,5.377701759,14.25240821,23.27430556,0,171,57,0.25,1,,21.45901639,21,15,32,1309,4.233098827,20.3442623,20,15,25,1241,2.713455644,29.42622951,26,13,62,1795,11.45783432,,,-0.01270629,-0.130482955,0.051631619,0.736209339,0.482893125,1.672642957
ID621907,621907,2,5.166249275,14.41246413,23.21725851,0,174,58,0.25,1,,16.81967213,17,12,24,1026,2.753834882,19.95081967,20,15,25,1217,2.616780653,28.52459016,27,14,48,1740,9.188047593,,,-0.067378707,-0.882524905,-0.015098252,-0.233753,0.486111381,2.031003171
ID621964,621964,2,3.991232157,14.36990964,23.28869181,0,177,59,0.25,1,,18.60655738,19,11,28,1135,3.929710288,20.31147541,20,15,25,1239,2.298847419,25.24590164,24,15,40,1540,6.734626289,,,-0.061103917,-0.616292687,0.003201943,0.056400972,0.413643559,2.193783307
ID622138,622138,2,4.503805161,14.39216592,23.27555741,0,180,60,0.25,1,,21,20,13,33,1281,4.250490168,21.18032787,21,12,28,1292,3.523767854,26.21311475,25,13,45,1599,8.336895414,,,-0.014268569,-0.143031632,0.04480794,0.515553686,0.444993274,1.936564169
ID622021,622021,2,2.402179956,14.35417504,23.42059052,0,183,61,0.25,1,,20.80327869,21,13,35,1269,4.190543609,19.09836066,19,11,27,1165,3.305071447,17.06557377,16,11,26,1041,4.833455812,,,-0.035131072,-0.361505158,0.020851174,0.23605506,0.322988161,1.723946499
ID622082,622082,2,3.424054861,14.38554948,23.3604271,0,186,62,0.25,1,,20.83606557,21,12,31,1271,4.235486308,18.45901639,18,12,30,1126,3.862528405,21.80327869,20,12,36,1330,6.368724813,,,-0.041036402,-0.421026649,0.011643993,0.110012261,0.399129728,1.953239101
